Appl_Type,Appl_No,Product_No,Exclusivity_Code,Exclusivity_Date
N,213535,1,NCE,7-Aug-25
N,213535,1,ODE-400,27-May-29
N,213535,1,NPP,27-May-25
N,213535,1,M-270,3-Oct-26
N,213969,2,ODE-324,20-Nov-27
N,213969,2,NCE,20-Nov-25
N,213969,1,ODE-324,20-Nov-27
N,213969,1,NCE,20-Nov-25
N,214070,1,NP,10-Jan-26
A,217227,1,CGT,25-Jun-25
N,218730,1,NCE,20-Dec-29
N,218730,2,NCE,20-Dec-29
A,218492,2,CGT,24-Jun-25
A,218492,1,CGT,24-Jun-25
A,213116,1,CGT,1-Jul-25
N,214510,1,NP,22-Apr-25
N,209988,1,NP,7-Oct-25
N,218010,1,NP,13-Dec-26
N,215064,1,NCE,18-Dec-28
N,215064,1,ODE-460,18-Dec-30
N,202408,1,ODE-235,29-Mar-26
N,211281,1,NCE,12-Feb-25
N,213491,1,ODE*,22-Dec-24
N,213491,2,ODE*,22-Dec-24
N,211616,1,NCE,21-Feb-25
N,211616,1,I-943,22-Mar-27
N,211616,1,I-944,22-Mar-27
N,212904,1,NCE,10-Mar-26
N,212904,2,NCE,10-Mar-26
N,214373,1,NCE,20-Jan-28
A,217721,1,CGT,18-Jun-25
N,216962,1,NP,16-Oct-27
N,214900,1,NCE,1-Jun-26
N,214900,1,I-903,30-Nov-25
N,215110,1,ODE-372,10-Jun-28
N,214187,2,ODE-376,10-Jun-28
N,214187,2,M-277,27-Apr-25
N,214187,1,ODE-376,10-Jun-28
N,214187,1,M-277,27-Apr-25
N,215859,1,NP,20-Dec-24
N,216059,1,ODE-424,27-Jan-30
N,216059,1,NCE,27-Jan-28
N,216059,1,ODE-451,1-Dec-30
N,216059,2,ODE-424,27-Jan-30
N,216059,2,NCE,27-Jan-28
N,216059,2,ODE-451,1-Dec-30
N,217639,2,NCE,27-Jan-28
N,217639,1,NCE,27-Jan-28
N,218160,3,M-311,27-Sep-27
N,218160,3,M-312,27-Sep-27
N,218160,3,NCE,8-May-25
N,218160,1,M-311,27-Sep-27
N,218160,1,M-312,27-Sep-27
N,218160,1,NCE,8-May-25
N,218160,4,M-311,27-Sep-27
N,218160,4,M-312,27-Sep-27
N,218160,4,NCE,8-May-25
N,218160,2,M-311,27-Sep-27
N,218160,2,M-312,27-Sep-27
N,218160,2,NCE,8-May-25
N,219104,2,ODE*,5-Jun-30
N,219104,2,ODE-495,30-Aug-31
N,219104,2,ODE-497,30-Aug-31
N,219104,2,NP,30-Aug-27
N,219104,1,ODE*,5-Jun-30
N,219104,1,ODE-495,30-Aug-31
N,219104,1,ODE-497,30-Aug-31
N,219104,1,NP,30-Aug-27
A,214050,1,CGT,25-Mar-25
N,214018,1,ODE-342,26-Feb-28
N,214018,1,NCE,26-Feb-26
N,214018,1,M-286,27-Oct-25
N,22231,1,NCE,14-Sep-27
N,22231,1,ODE-406,14-Sep-29
N,217686,1,NCE,22-Mar-29
A,211975,3,CGT,22-Apr-25
A,214051,2,PC,11-Jan-25
A,214051,1,PC,11-Jan-25
N,22388,1,NP,25-Feb-25
A,215312,1,CGT,26-Mar-25
N,216540,1,NCE,22-Nov-29
N,216540,1,ODE-506,22-Nov-31
N,216016,13,NCE,27-Nov-29
N,216016,5,NCE,27-Nov-29
N,216016,4,NCE,27-Nov-29
N,216016,7,NCE,27-Nov-29
N,216016,6,NCE,27-Nov-29
N,216016,8,NCE,27-Nov-29
N,216016,9,NCE,27-Nov-29
N,216016,10,NCE,27-Nov-29
N,216016,11,NCE,27-Nov-29
N,216016,12,NCE,27-Nov-29
N,216016,2,NCE,27-Nov-29
N,216016,3,NCE,27-Nov-29
N,216016,1,NCE,27-Nov-29
N,216017,2,NCE,27-Nov-29
N,216017,4,NCE,27-Nov-29
N,216017,3,NCE,27-Nov-29
N,216017,5,NCE,27-Nov-29
N,216017,6,NCE,27-Nov-29
N,216017,7,NCE,27-Nov-29
N,216017,8,NCE,27-Nov-29
N,216017,9,NCE,27-Nov-29
N,216017,10,NCE,27-Nov-29
N,216017,12,NCE,27-Nov-29
N,216017,13,NCE,27-Nov-29
N,216017,11,NCE,27-Nov-29
N,216017,1,NCE,27-Nov-29
N,217564,1,NCE,8-Nov-28
N,217564,2,NCE,8-Nov-28
N,217806,5,M-82,18-Oct-27
N,217806,5,NP,8-Nov-26
N,217806,5,NCE,13-May-27
N,217806,6,M-82,18-Oct-27
N,217806,6,NP,8-Nov-26
N,217806,6,NCE,13-May-27
N,217806,7,M-82,18-Oct-27
N,217806,7,NCE,13-May-27
N,217806,8,M-82,18-Oct-27
N,217806,8,NCE,13-May-27
N,217806,9,M-82,18-Oct-27
N,217806,9,NCE,13-May-27
N,217806,11,M-82,18-Oct-27
N,217806,11,NCE,13-May-27
N,217806,10,M-82,18-Oct-27
N,217806,10,NCE,13-May-27
N,217806,12,M-82,18-Oct-27
N,217806,12,NCE,13-May-27
N,217806,1,M-82,18-Oct-27
N,217806,1,NP,8-Nov-26
N,217806,1,NCE,13-May-27
N,217806,3,M-82,18-Oct-27
N,217806,3,NP,8-Nov-26
N,217806,3,NCE,13-May-27
N,217806,2,M-82,18-Oct-27
N,217806,2,NP,8-Nov-26
N,217806,2,NCE,13-May-27
N,217806,4,M-82,18-Oct-27
N,217806,4,NP,8-Nov-26
N,217806,4,NCE,13-May-27
N,216165,1,NCE,22-Feb-29
N,219132,1,NCE,24-Sep-29
N,219132,1,ODE-498,24-Sep-31
N,212608,5,NCE,9-Jan-25
N,212608,5,ODE-356,16-Jun-28
N,212608,5,ODE-434,22-May-30
N,212608,5,ODE-366,9-Jan-27
N,212608,4,NCE,9-Jan-25
N,212608,4,ODE-356,16-Jun-28
N,212608,4,I-912,22-May-26
N,212608,4,ODE-434,22-May-30
N,212608,4,ODE-366,9-Jan-27
N,212608,3,NCE,9-Jan-25
N,212608,3,ODE-356,16-Jun-28
N,212608,3,ODE-434,22-May-30
N,212608,3,ODE-366,9-Jan-27
N,212608,1,NCE,9-Jan-25
N,212608,1,ODE-356,16-Jun-28
N,212608,1,ODE-434,22-May-30
N,212608,1,ODE-366,9-Jan-27
N,212608,2,NCE,9-Jan-25
N,212608,2,ODE-356,16-Jun-28
N,212608,2,ODE-434,22-May-30
N,212608,2,ODE-366,9-Jan-27
N,213138,1,ODE-367,24-Jan-27
N,217369,1,NCE,31-Oct-28
N,217369,2,NCE,31-Oct-28
N,217369,3,NCE,31-Oct-28
N,215559,1,ODE-439,16-Aug-30
N,215559,1,NCE,16-Aug-28
N,215559,3,ODE-439,16-Aug-30
N,215559,3,NCE,16-Aug-28
N,215559,2,ODE-439,16-Aug-30
N,215559,2,NCE,16-Aug-28
N,215559,5,ODE-439,16-Aug-30
N,215559,5,NCE,16-Aug-28
N,215559,4,ODE-439,16-Aug-30
N,215559,4,NCE,16-Aug-28
N,201848,1,NP,14-Aug-26
N,201848,1,ODE-438,14-Aug-30
N,216593,1,NP,4-Apr-27
N,216593,1,ODE-470,4-Apr-31
N,214927,1,ODE-496,20-Sep-31
N,214927,1,NCE,20-Sep-29
N,214927,2,ODE-496,20-Sep-31
N,214927,2,NCE,20-Sep-29
N,214927,3,ODE-496,20-Sep-31
N,214927,3,NCE,20-Sep-29
N,214927,4,ODE-496,20-Sep-31
N,214927,4,NCE,20-Sep-29
A,218112,1,CGT,30-Mar-25
A,218112,2,CGT,30-Mar-25
A,215592,1,CGT,21-May-25
A,215592,2,CGT,21-May-25
N,215040,2,NP,13-Feb-27
N,215040,1,NP,13-Feb-27
N,217933,1,ODE-465,13-Feb-31
N,217933,1,NP,13-Feb-27
N,218784,2,ODE-491,6-Aug-31
N,218784,2,NCE,6-Aug-29
N,218784,1,ODE-491,6-Aug-31
N,218784,1,NCE,6-Aug-29
N,217186,1,NP,7-Aug-27
N,217186,2,NP,7-Aug-27
N,217186,3,NP,7-Aug-27
N,217186,4,NP,7-Aug-27
N,217389,1,NCE,26-Jun-29
N,212154,1,NCE,12-Aug-25
N,212154,1,ODE-280,12-Aug-27
N,215151,1,NP,1-Nov-26
N,215151,1,NCE,3-May-27
N,215151,1,I-948,17-Jul-27
N,215151,2,NP,1-Nov-26
N,215151,2,NCE,3-May-27
N,217677,2,ODE*,27-Nov-30
N,217677,2,NCE,27-Nov-28
N,217677,3,NCE,27-Nov-28
N,217677,3,ODE*,27-Nov-30
N,217677,1,ODE-452,27-Nov-30
N,217677,1,NCE,27-Nov-28
N,219008,2,NCE,19-Aug-29
N,219008,1,NCE,19-Aug-29
A,215488,1,CGT,10-Jun-25
N,217417,1,ODE-426,22-Mar-30
N,217417,1,NCE,22-Mar-28
N,211280,3,NCE,31-Jan-25
N,211280,1,NCE,31-Jan-25
N,211280,2,NCE,31-Jan-25
N,214520,2,NCE,15-Nov-28
N,214520,1,NCE,15-Nov-28
N,218213,2,ODE*,15-Nov-30
N,218213,2,ODE-488,13-Jun-31
N,218213,2,NCE,15-Nov-28
N,218213,1,ODE-488,13-Jun-31
N,218213,1,ODE-483,13-Jun-31
N,218213,1,ODE-455,15-Nov-30
N,218213,1,NCE,15-Nov-28
N,216158,1,NCE,26-Sep-29
N,216158,2,NCE,26-Sep-29
N,216158,3,NCE,26-Sep-29
N,219015,1,NP,1-Nov-27
N,217899,1,ODE-486,14-Aug-31
N,217899,1,NCE,14-Aug-29
N,215239,1,NCE,26-Oct-28
N,215239,1,ODE-450,26-Oct-30
N,215192,1,NCE,27-Mar-29
N,215192,3,NCE,27-Mar-29
N,215192,2,NCE,27-Mar-29
A,216739,1,CGT,18-May-25
N,213004,1,NP,1-Nov-22
N,215206,3,I-909,17-Apr-26
N,215206,3,NCE,28-Sep-26
N,215206,1,I-909,17-Apr-26
N,215206,1,NCE,28-Sep-26
N,215206,2,I-909,17-Apr-26
N,215206,2,NCE,28-Sep-26
N,211321,1,ODE-243,17-May-26
N,212526,2,I-937,18-Jan-27
N,212526,1,I-937,18-Jan-27
N,212526,3,I-937,18-Jan-27
N,217759,1,ODE-430,24-Mar-30
N,217759,1,NCE,24-Mar-28
N,217785,1,NCE,14-Mar-29
N,217785,3,NCE,14-Mar-29
N,217785,2,NCE,14-Mar-29
N,214835,1,NP,29-Mar-27
N,214835,2,NP,29-Mar-27
N,218037,1,NCE,29-Mar-29
N,218037,1,ODE-476,29-Mar-31
N,218037,2,NCE,29-Mar-29
N,218037,2,ODE-476,29-Mar-31
A,218613,1,CGT,24-Feb-25
A,216152,1,CGT,14-Apr-25
N,218197,1,NCE,16-Nov-28
N,218197,2,NCE,16-Nov-28
N,218490,2,NP,22-Mar-27
N,218490,2,ODE-475,22-Mar-31
N,218490,1,NP,22-Mar-27
N,218490,1,ODE-475,22-Mar-31
N,217202,1,NCE,22-Nov-29
N,212477,1,ODE-263,28-Aug-26
N,212477,1,ODE-262,28-Aug-26
N,212477,1,ODE-264,28-Aug-26
N,212477,2,ODE-262,28-Aug-26
N,212477,2,ODE-263,28-Aug-26
N,212477,2,ODE-264,28-Aug-26
N,207500,1,PED,6-Sep-22
N,207501,1,PED,6-Sep-22
N,207500,1,PED,6-Sep-20
N,207501,1,PED,6-Sep-20
N,21986,1,PED,9-May-25
N,21986,2,PED,9-May-25
N,21986,3,PED,9-May-25
N,21986,4,PED,9-May-25
N,21986,5,PED,9-May-25
N,21986,6,PED,9-May-25
N,203341,1,PED,19-Jun-25
N,203341,2,PED,19-Jun-25
N,203341,3,PED,19-Jun-25
N,202806,1,PED,30-Oct-25
N,202806,2,PED,30-Oct-25
N,204114,1,PED,30-Oct-25
N,204114,2,PED,30-Oct-25
N,204114,3,PED,30-Oct-25
N,204114,1,PED,4-Nov-25
N,204114,2,PED,4-Nov-25
N,204114,3,PED,4-Nov-25
N,202806,1,PED,4-Nov-25
N,202806,2,PED,4-Nov-25
N,22068,1,PED,22-Sep-25
N,22068,1,PED,22-Sep-25
N,22068,2,PED,22-Sep-25
N,22068,2,PED,22-Sep-25
N,22068,3,PED,22-Sep-25
N,22068,3,PED,22-Sep-25
N,208700,1,PED,26-Jul-25
N,203389,1,PED,22-Jun-25
N,203389,2,PED,22-Jun-25
N,205552,1,PED,2-Feb-25
N,206947,1,PED,15-Feb-26
N,206947,2,PED,15-Feb-26
N,205832,1,PED,6-Mar-27
N,205832,2,PED,6-Mar-27
N,209394,1,PED,30-Oct-26
N,209394,1,PED,30-Oct-26
N,209964,1,PED,22-Oct-26
N,205437,1,PED,19-Jan-27
N,205437,2,PED,19-Jan-27
N,205437,3,PED,19-Jan-27
N,21196,1,PED,26-Apr-26
N,21986,1,PED,21-Jun-26
N,21986,2,PED,21-Jun-26
N,21986,3,PED,21-Jun-26
N,21986,4,PED,21-Jun-26
N,21986,5,PED,21-Jun-26
N,21986,6,PED,21-Jun-26
N,201292,1,PED,12-Jul-25
N,201292,2,PED,12-Jul-25
N,201292,3,PED,12-Jul-25
N,202192,1,PED,24-Nov-26
N,202192,2,PED,24-Nov-26
N,202192,3,PED,24-Nov-26
N,202192,4,PED,24-Nov-26
N,202192,5,PED,24-Nov-26
N,208341,1,PED,19-Sep-27
N,208341,2,PED,19-Sep-27
N,207500,1,PED,6-Sep-22
N,212102,1,PED,25-Dec-27
N,208798,7,PED,9-Jan-25
N,208799,1,PED,9-Jan-25
N,212690,1,PED,21-Jan-28
N,22200,1,PED,22-Jan-25
N,22200,2,PED,22-Jan-25
N,209210,1,PED,22-Jan-25
N,214787,1,PED,22-Apr-26
N,214787,2,PED,22-Apr-26
N,213491,1,PED,22-Jun-25
N,213491,2,PED,22-Jun-25
N,208798,4,PED,9-Jan-25
N,204026,1,PED,14-Nov-27
N,204026,1,PED,14-Nov-27
N,204026,2,PED,14-Nov-27
N,204026,2,PED,14-Nov-27
N,204026,3,PED,14-Nov-27
N,204026,3,PED,14-Nov-27
N,204026,4,PED,14-Nov-27
N,204026,4,PED,14-Nov-27
N,207501,1,PED,6-Sep-22
N,217729,1,PED,26-Mar-31
N,217729,2,PED,26-Mar-31
N,203341,1,PED,26-Mar-31
N,203341,2,PED,26-Mar-31
N,203341,3,PED,26-Mar-31
N,215309,1,PED,21-Mar-25
N,217514,1,PED,16-Sep-30
N,215859,1,PED,20-Jun-25
N,202192,1,PED,22-Mar-25
N,202192,2,PED,22-Mar-25
N,22225,1,PED,12-Jun-28
N,22225,2,PED,12-Jun-28
N,202293,1,PED,8-Nov-26
N,202293,2,PED,8-Nov-26
N,201532,1,PED,13-Mar-26
N,205109,1,PED,1-Jan-28
N,202806,1,PED,16-Sep-30
N,202806,2,PED,16-Sep-30
N,22406,1,PED,23-Feb-25
N,22406,2,PED,23-Feb-25
N,22406,3,PED,23-Feb-25
N,22406,4,PED,23-Feb-25
N,208799,4,PED,9-Jan-25
N,202192,1,PED,19-Jun-26
N,202192,2,PED,19-Jun-26
N,202192,3,PED,19-Jun-26
N,202192,4,PED,19-Jun-26
N,202192,5,PED,19-Jun-26
N,205422,1,PED,8-Nov-27
N,205422,2,PED,8-Nov-27
N,205422,3,PED,8-Nov-27
N,205422,4,PED,8-Nov-27
N,205422,5,PED,8-Nov-27
N,205422,6,PED,8-Nov-27
N,215110,1,PED,10-Dec-28
N,209394,1,PED,10-Dec-28
N,204447,1,PED,23-Feb-27
N,204447,2,PED,23-Feb-27
N,204447,4,PED,23-Feb-27
N,205422,1,PED,10-Nov-26
N,205422,2,PED,10-Nov-26
N,205422,3,PED,10-Nov-26
N,205422,4,PED,10-Nov-26
N,205422,5,PED,10-Nov-26
N,205422,6,PED,10-Nov-26
N,215413,1,PED,15-Dec-26
N,205551,1,PED,15-Dec-26
N,201281,1,PED,20-Dec-26
N,201281,2,PED,20-Dec-26
N,201281,3,PED,20-Dec-26
N,208026,1,PED,20-Dec-26
N,208026,2,PED,20-Dec-26
N,201280,1,PED,20-Dec-26
N,204629,1,PED,20-Dec-26
N,204629,2,PED,20-Dec-26
N,206111,1,PED,20-Dec-26
N,206111,2,PED,20-Dec-26
N,206111,3,PED,20-Dec-26
N,206111,4,PED,20-Dec-26
N,208658,1,PED,20-Dec-26
N,208658,2,PED,20-Dec-26
N,208658,3,PED,20-Dec-26
N,208658,4,PED,20-Dec-26
N,204447,3,PED,23-Feb-27
N,204114,1,PED,16-Sep-26
N,204114,2,PED,16-Sep-26
N,204114,3,PED,16-Sep-26
N,208798,1,PED,9-Jan-25
N,214187,1,PED,10-Dec-28
N,214187,2,PED,10-Dec-28
N,208341,1,PED,10-Dec-28
N,208341,2,PED,10-Dec-28
N,203794,1,PED,3-Jan-27
N,22304,1,PED,3-Jan-27
N,22304,2,PED,3-Jan-27
N,22304,3,PED,3-Jan-27
N,207501,1,PED,8-Jun-31
N,207500,1,PED,8-Jun-31
N,207500,2,PED,8-Jun-31
N,214787,1,PED,25-Oct-25
N,214787,2,PED,25-Oct-25
N,207500,2,PED,6-Sep-20
N,217513,1,PED,16-Sep-30
N,204114,1,PED,16-Sep-30
N,204114,2,PED,16-Sep-30
N,204114,3,PED,16-Sep-30
N,217513,1,PED,16-Sep-26
N,204629,1,PED,24-Aug-25
N,217514,1,PED,16-Sep-26
N,202806,1,PED,16-Sep-26
N,202806,2,PED,16-Sep-26
N,214787,1,PED,21-Jul-25
N,214787,2,PED,21-Jul-25
N,207500,1,PED,8-Jun-27
N,207500,2,PED,8-Jun-27
N,207500,2,PED,6-Sep-22
N,217003,1,PED,24-Feb-30
N,205552,1,PED,24-Feb-30
N,205552,2,PED,24-Feb-30
N,210563,1,PED,24-Feb-30
N,210563,2,PED,24-Feb-30
N,210563,3,PED,24-Feb-30
N,210563,4,PED,24-Feb-30
N,207500,1,PED,8-Jun-31
N,207500,2,PED,8-Jun-31
N,202293,1,PED,12-Dec-27
N,202293,2,PED,12-Dec-27
N,205649,1,PED,12-Dec-27
N,205649,2,PED,12-Dec-27
N,205649,3,PED,12-Dec-27
N,205649,4,PED,12-Dec-27
N,205649,5,PED,12-Dec-27
N,208700,1,PED,23-Oct-27
N,206947,1,PED,3-Oct-27
N,206947,2,PED,3-Oct-27
N,205437,1,PED,25-Oct-27
N,205437,2,PED,25-Oct-27
N,205437,3,PED,25-Oct-27
N,208700,1,PED,23-Oct-31
N,212102,1,PED,25-Sep-25
N,206192,1,PED,28-Jan-26
N,217003,1,PED,24-Feb-26
N,205552,1,PED,24-Feb-26
N,205552,2,PED,24-Feb-26
N,210563,1,PED,24-Feb-26
N,210563,2,PED,24-Feb-26
N,210563,3,PED,24-Feb-26
N,210563,4,PED,24-Feb-26
N,204042,1,PED,18-Jun-28
N,204042,2,PED,18-Jun-28
N,204353,1,PED,18-Jun-28
N,204353,2,PED,18-Jun-28
N,204353,3,PED,18-Jun-28
N,204353,4,PED,18-Jun-28
N,205879,1,PED,18-Jun-28
N,205879,2,PED,18-Jun-28
N,205879,3,PED,18-Jun-28
N,205879,4,PED,18-Jun-28
N,211358,1,PED,13-Jun-28
N,211358,2,PED,13-Jun-28
N,211358,3,PED,13-Jun-28
N,207501,1,PED,8-Jun-27
N,207501,1,PED,8-Jun-31
N,22068,1,PED,23-Mar-29
N,22068,2,PED,23-Mar-29
N,22068,3,PED,23-Mar-29
N,201292,1,PED,7-Oct-25
N,201292,2,PED,7-Oct-25
N,201292,3,PED,7-Oct-25
N,217729,1,PED,26-Mar-27
N,217729,2,PED,26-Mar-27
N,204275,1,PED,13-Nov-26
N,204275,3,PED,13-Nov-26
N,22433,1,PED,9-Nov-25
N,22433,2,PED,9-Nov-25
N,205437,1,PED,20-Jan-27
N,205437,2,PED,20-Jan-27
N,205437,3,PED,20-Jan-27
N,202806,1,PED,22-Dec-25
N,202806,2,PED,22-Dec-25
N,204114,1,PED,22-Dec-25
N,204114,2,PED,22-Dec-25
N,204114,3,PED,22-Dec-25
N,215309,1,PED,18-Jan-26
N,212102,1,PED,25-Sep-29
N,202192,1,PED,22-Mar-29
N,202192,2,PED,22-Mar-29
N,202192,3,PED,22-Mar-29
N,202192,4,PED,22-Mar-29
N,202192,5,PED,22-Mar-29
N,214787,1,PED,13-Jan-27
N,214787,2,PED,13-Jan-27
N,203341,1,PED,26-Mar-27
N,203341,2,PED,26-Mar-27
N,203341,3,PED,26-Mar-27
N,207500,1,GAIN,6-Sep-27
N,207501,1,GAIN,6-Sep-27
N,207500,1,GAIN,6-Sep-25
N,207501,1,GAIN,6-Sep-25
N,208611,1,GAIN,19-Jun-27
N,208610,1,GAIN,19-Jun-27
N,210303,1,GAIN,25-Jun-28
N,211109,1,GAIN,27-Aug-28
N,209363,1,GAIN,15-Sep-27
N,209816,1,GAIN,2-Oct-28
N,209817,1,GAIN,2-Oct-28
N,207356,1,GAIN,28-Sep-30
N,209445,1,GAIN,14-Nov-29
N,212862,1,GAIN,14-Aug-29
N,211673,1,GAIN,19-Aug-29
N,211672,1,GAIN,19-Aug-29
N,207500,1,GAIN,6-Sep-27
N,209776,1,GAIN,29-Aug-27
N,214900,1,GAIN,1-Jun-31
N,207501,1,GAIN,6-Sep-27
N,206494,1,GAIN,25-Feb-25
N,212819,1,GAIN,16-Jul-29
N,217417,1,GAIN,22-Mar-35
N,210910,1,GAIN,16-Nov-28
N,211109,2,GAIN,27-Aug-28
N,216165,1,GAIN,22-Feb-34
N,216974,1,GAIN,23-May-33
N,215650,1,GAIN,7-Dec-29
N,207500,2,GAIN,6-Sep-25
N,214520,1,GAIN,15-Nov-33
N,214520,2,GAIN,15-Nov-33
N,207500,2,GAIN,6-Sep-27
N,215152,1,GAIN,3-May-32
N,215153,1,GAIN,3-May-32
N,215888,1,GAIN,26-Apr-32
N,218275,1,GAIN,3-Apr-34
N,213004,1,GAIN,1-Nov-27
N,213972,1,GAIN,25-Oct-34
N,217417,1,GAIN,22-Mar-33
