Brnd_Name,Gnrc_Name,Tot_Mftr,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize,5,819783.6,191093,3490,3682,4.336863365,234.8950143,222.6462792,0,935842.39,226756.57,4115,2575,4.166764367,227.422209,363.4339379,0,714290.24,171774,3064,1851,4.195946468,233.1234465,385.894241,0,811804.66,202191.5,3681,2099,4.040479823,220.5391633,386.757818,0,736140.75,185910.5,3217,1828,3.99010694,228.8283339,402.7028173,0,-0.012467055,-0.020617817
Guanfacine HCl,Guanfacine HCl,6,851520.61,3658585.76,56627,18203,0.238669853,15.03736045,46.77913586,0,2883478.88,5330577.35,82275,17913,0.54699834,35.04684145,160.9712991,0,3778452.84,6055856.82,90053,17673,0.624721374,41.95810067,213.7980445,0,4020083.89,6611807,97253,19293,0.609493506,41.33634839,208.3700767,0,4520072.8,6888356.5,102424,20116,0.661370785,44.13099274,224.7003778,0,0.085115394,0.290214328
Guanfacine HCl ER,Guanfacine HCl,7,2587343.26,1332611.5,34612,6453,1.951174018,74.75278112,400.9520006,0,3894595.41,2069779.5,52041,8828,1.894491144,74.83705943,441.1639567,0,4520918.61,2505481,61342,9510,1.816266801,73.70021535,475.3857634,0,4801588.25,2889489,71893,11655,1.673297909,66.78798005,411.9766838,0,5304809.93,3586996.5,86901,14632,1.488767601,61.04429098,362.548519,0,-0.110279411,-0.065385045
Gvoke,Glucagon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215345.82,137.8,545,471,1562.7418,395.129945,457.2098089,0,,
Gvoke Hypopen 1-Pack,Glucagon,1,,,,,,,,,,,,,,,,,122338.86,79.5,307,235,1536.18796,398.4979153,520.5908936,0,1759147.31,1171.5,4386,3321,1503.810325,401.082378,529.7040982,0,5483675.77,3499.3,12774,9208,1568.749672,429.284153,595.5338586,0,0.043183203,0.010542645
Gvoke Hypopen 2-Pack,Glucagon,1,,,,,,,,,,,,,,,,,2263710.4,1519.5,3793,3279,1556.068981,596.8126549,690.3660872,0,13595707.04,8724.5,22407,17022,1622.860375,606.7615941,798.7138433,0,23043326.51,13952.54,35843,25912,1720.716955,642.8961446,889.2916992,0,0.060298829,0.051575105
Gvoke PFS 1-Pack Syringe,Glucagon,1,,,,,,,,,29055.44,22.1,57,47,1333.212384,509.7445614,618.2008511,0,1137005.11,770.5,2471,1958,1535.539302,460.1396641,580.6971961,0,2523607.43,1652.8,6106,4234,1574.893798,413.2996119,596.0338758,0,3155105.38,1921.3,7292,4678,1716.868072,432.6803867,674.4560453,0,0.090148475,0.087958998
Gvoke PFS 2-Pack Syringe,Glucagon,1,,,,,,,,,31796.92,21.8,54,39,1458.574312,588.8318519,815.305641,0,934394.97,653.3,1335,1050,1469.161483,699.9213258,889.8999714,0,1369403.35,919.7,2118,1504,1539.613262,646.5549339,910.5075465,0,1605604.5,999.2,2365,1623,1655.761835,678.902537,989.2818854,0,0.075440097,0.043173235
Gynazole 1,Butoconazole Nitrate,1,62527.67,3020.8,456,334,20.6990433,137.1220833,187.2085928,0,70070.91,3332.4,464,310,21.02716061,151.0148922,226.0351936,0,54141.79,2495,308,215,21.70011623,175.7850325,251.8222791,0,47383.25,2112.4,255,177,22.43100265,185.8166667,267.7019774,0,49572.02,2175.8,220,149,22.78335325,225.3273636,332.6981208,0,0.015708197,0.024275637
Haegarda,C1 Esterase Inhibitor,1,61885499.64,24973,1812,208,2508.05512,34153.1455,297526.4406,0,63585462.53,25683,1955,188,2502.430321,32524.53326,338220.5454,0,75081859.14,29289,2250,192,2584.989265,33369.71517,391051.3497,0,85227567.02,31635,2493,201,2704.644289,34186.74971,424017.7464,0,88715312.59,32213,2465,199,2792.432101,35989.98482,445805.5909,0,0.032458173,0.02721508
Hailey,Norethindrone Ac-Eth Estradiol,1,,,,,,,,,,,,,,,,,26848.29,31117,706,215,0.862817431,38.02873938,124.8757674,0,51944.77,62048,1553,382,0.837170739,33.44801674,135.9810733,0,62276.03,86634,2082,517,0.718840525,29.91163785,120.4565377,0,-0.141345378,-0.087239535
Hailey 24 Fe,Norethindrone-E.Estradiol-Iron,1,,,,,,,,,12576.51,10080,196,59,1.247669643,64.16586735,213.1611864,0,20539.16,14896,316,104,1.378837272,64.99734177,197.4919231,0,32601.36,25900,549,144,1.258739768,59.3831694,226.3983333,0,108107.06,99512,1600,613,1.086372096,67.5669125,176.3573573,0,-0.136936702,-0.045096106
Hailey Fe,Norethindrone-E.Estradiol-Iron,1,,,,,,,,,,,,,,,,,3355.97,7840,158,73,0.428057398,21.24031646,45.97219178,0,15260,30650,616,229,0.498374714,24.77272727,66.63755459,0,52902.91,113911,2214,843,0.465580713,23.89471996,62.75552788,0,-0.065801896,0.042909172
Halaven,Eribulin Mesylate,1,906346.21,1614,156,41,561.5527943,5809.911603,22106.00512,0,1302534.39,2216,183,43,587.7862771,7117.674262,30291.49744,0,1193527.6,1964,198,39,607.702444,6027.917172,30603.2718,0,870082.04,1352,124,32,643.5518047,7016.790645,27190.06375,0,865201.13,1294.86,132,29,668.1812165,6554.554015,29834.52172,0,0.038271063,0.044421774
Halcinonide,Halcinonide,2,,,,,,,,,287007.16,31050,305,237,9.243386796,941.007082,1211.000675,0,1453006.43,170050,1510,761,8.544583534,962.2559139,1909.338279,0,1614674.28,184915,1588,782,8.747495315,1016.797406,2064.80087,0,2003014.14,256141,1730,711,7.852955777,1157.811642,2817.178819,0,-0.102262363,-0.052889448
Halcion,Triazolam,1,132896.17,23678,477,96,5.612643382,278.6083229,1384.335104,0,132960.8,24287,558,130,5.474566641,238.2810036,1022.775385,0,108802.92,19842,456,95,5.483465377,238.6028947,1145.293895,0,96191.82,16919,402,119,5.685431763,239.2831343,808.3346219,0,37314.22,6369,173,67,5.858725075,215.689133,556.9286567,0,0.030480238,0.010785301
Haldol Decanoate 100,Haloperidol Decanoate,1,63762.94,392,174,75,162.6605612,366.4536782,850.1725333,0,58583.59,360,204,64,162.7321944,287.1744608,915.3685938,0,37377.25,238.5,130,48,156.7180294,287.5173077,778.6927083,0,14386.65,97,73,28,148.3159794,197.0773973,513.8089286,1,10738.83,76,48,23,141.3003947,223.725625,466.9056522,0,-0.04730161,-0.034582255
Haldol Decanoate 50,Haloperidol Decanoate,1,18195.21,207,101,45,87.89956522,180.1505941,404.338,0,9911.13,116,64,39,85.44077586,154.8614063,254.1315385,0,8183.05,96,52,20,85.24010417,157.3663462,409.1525,0,4120.72,49,25,,84.09632653,164.8288,,1,6255.94,74,34,16,84.53972973,183.9982353,390.99625,0,0.005272563,-0.009696003
Halobetasol Propionate,Halobetasol Propionate,9,27485651.41,10771497.7,196261,92884,2.555650648,140.046425,295.9137355,0,31233743.06,14123371.13,245082,114875,2.200443628,127.4420115,271.8933019,0,26223667.88,12839595.98,245919,110070,2.032253574,106.6353876,238.24537,0,24094091.87,13061770.24,237072,104557,1.853059022,101.6319594,230.439778,0,26617449.52,12062226.27,227585,101422,2.171244461,116.9560802,262.442562,0,0.171708205,-0.039932409
Halog,Halcinonide,1,1071893.88,83310,1012,724,12.86806177,1059.183676,1480.516409,0,872854.12,68070,869,535,12.8221718,1004.435121,1631.503028,0,457085.9,37950,502,316,12.33286673,910.5296813,1446.474367,0,651432.26,67710,754,509,10.49531831,863.9685146,1279.827623,0,373722.86,37200,376,221,10.82242766,993.9437766,1691.053665,0,0.031167168,-0.042358653
Haloperidol,Haloperidol,11,27608714.32,42032003.02,776467,166336,0.66545621,35.55684185,165.9815934,0,29801679.28,40328372.74,778924,130566,0.743893644,38.26006039,228.2499217,0,34591639.22,48866820.62,916203,139037,0.712062836,37.75543108,248.7944879,0,35407808.41,50310172.47,942861,139631,0.707013941,37.55358256,253.581285,0,34413734.26,49958839.73,937705,137352,0.692755203,36.69995815,250.5513881,0,-0.020167549,0.010101645
Haloperidol Decanoate,Haloperidol Decanoate,11,16776963.05,435525.081,251655,33429,37.78736731,66.66651984,501.8685288,0,15905033.38,421373.399,241457,32851,37.06518294,65.87108007,484.1567496,0,16825273.19,455247.474,267766,33448,36.3538759,62.83573415,503.0277801,0,17716400.83,492434.85,291736,35183,35.46110898,60.72750991,503.5500335,0,17772662.94,504888.486,301646,35088,34.72593942,58.91894121,506.5168417,0,-0.020731714,-0.02090047
Haloperidol Decanoate 100,Haloperidol Decanoate,1,6011239.15,133695.1,80474,13891,44.96229967,74.69790429,432.7434418,0,6700616.31,150122.642,89990,15744,44.63428182,74.45956562,425.5980888,0,4379220.2,99038.75,59160,10429,44.21724022,74.02332995,419.9079682,0,2074205.29,49383,30075,6597,42.00241561,68.96775694,314.4164454,0,1062775.51,25280.5,15876,3284,42.03933902,66.94227198,323.6222625,0,0.000879078,-0.016664222
Haloperidol Lactate*,Haloperidol Lactate,10,1094139.47,3248964.255,64964,39005,1.711258014,16.84224294,28.05126189,0,2867510.22,8029732.714,147655,52016,0.852822876,19.42033944,55.12746501,0,2534024.1,5624067.044,106450,38024,1.110124285,23.8048295,66.64275458,0,1952650.79,4398188.782,84308,34913,1.164045187,23.16091937,55.9290462,0,1851315.59,3905805.943,77347,35352,1.183783562,23.93519581,52.3680581,0,0.016956709,-0.088011835
Harvoni,Ledipasvir/Sofosbuvir,1,1725710944,1525342,54485,22053,1131.360012,31673.13836,78252.88821,0,744736836.1,646822,23000,9727,1151.378333,32379.86244,76563.87746,0,243154492.9,212712,7530,3231,1143.135121,32291.43332,75256.72946,0,143191082.2,122792,4307,1793,1166.201054,33246.13006,79861.17242,0,77783313.27,66047,2315,980,1178.301212,33599.70336,79370.72783,0,0.010375705,0.010215145
Havrix,Hepatitis A Virus Vaccine/PF,1,12321179.57,147020.1,147358,125743,83.84012958,83.61391692,97.98700182,0,12920845.86,146426,146900,129947,88.32336669,87.95674513,99.43165952,0,4486871.36,49810.051,49969,46050,90.15436494,89.79309892,97.43477438,0,1528818.7,20978.5,16761,15709,73.24309438,91.21285723,97.32119804,1,2612180.18,29169.3,27805,25581,89.60035574,93.94641899,102.1140761,0,0.223328377,0.016750626
Healthwise Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,,,,,,,,,,,,,,,,,,,,,,,,,619.92,1830,14,,0.339399425,44.28,,1,2698.92,7212,50,21,0.37860675,53.9784,128.52,0,0.115519714,0.115519714
Healthwise Insulin Syringe,"Syringe And Needle,Insulin,1ml",1,,,,,,,,,663.06,2300,21,,0.288966917,31.57428571,,1,1171.1,4360,39,13,0.270812094,30.02820513,90.08461539,1,5011.95,15030,119,43,0.33357025,42.11722689,116.5569767,0,7317.92,19792,153,67,0.369691904,47.82954248,109.2226866,0,0.108287998,0.085585261
Healthwise Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",1,,,,,,,,,963.61,3900,29,15,0.247904571,33.22793103,64.24066667,1,1525.63,6320,43,16,0.243317417,35.47976744,95.351875,1,5046.58,14270,87,42,0.354619444,58.00666667,120.1566667,0,9393.35,24950,182,66,0.37605854,51.61181319,142.3234849,0,0.060456627,0.149009554
Healthwise Pen Needle,"Pen Needle, Diabetic",1,,,,,,,,,1447.65,4500,39,19,0.321230769,37.11923077,76.19210526,1,1316.55,4792,45,28,0.275706161,29.25666667,47.01964286,1,7008.88,15770,134,90,0.443319025,52.30507463,77.87644444,0,64587.77,136512,1129,444,0.473423181,57.20794508,145.4679505,0,0.067906303,0.138004887
Healthy Accents Unifine Pentip,"Pen Needle, Diabetic",1,196121.12,915156,6721,2555,0.214299563,29.18034816,76.75973386,0,211090.13,987331,7053,2704,0.213795681,29.92912661,78.06587648,0,154909.01,726214,5103,2249,0.213322624,30.35645895,68.87906181,0,90248.62,416922,2986,1691,0.216479207,30.22391829,53.36997043,0,1573.11,6990,51,30,0.224713761,30.84529412,52.437,0,0.038038545,0.011933785
Heather,Norethindrone,1,127235.01,207547,4822,1317,0.613041913,26.38635628,96.60972665,0,130562.84,216526,4716,1451,0.602989202,27.68508058,89.98128188,0,190448.22,293782,6321,1676,0.648263747,30.12944471,113.6325895,0,192277.09,360295,7480,2109,0.533665718,25.70549332,91.16979137,0,205707.41,408680,8171,2361,0.503345919,25.17530412,87.12723846,0,-0.056814217,-0.048093931
Hemady,Dexamethasone,1,,,,,,,,,,,,,,,,,2260.43,89,14,,25.39808989,161.4592857,,1,68012.86,2660.5,338,134,25.56393911,201.2214793,507.5586567,0,134320.61,4943,587,243,27.17390451,228.8255707,552.7597119,0,0.062977986,0.034368996
Hemocyte Plus,"Iron Fum/Folic Acid/Mv,Min 15",1,,,,,,,,,459.48,810,16,,0.567259259,28.7175,,1,465.59,794,23,,0.58638539,20.24304348,,1,,,,,,,,,442.37,720,14,,0.614402778,31.59785714,,1,,0.026968665
Heparin Sodium,"Heparin Sodium,Porcine",12,4572938.1,2392612.341,98766,23065,1.901339494,46.30073203,198.2630869,0,4522013.17,1988646.361,79975,20640,2.340123785,56.54283426,219.0897854,0,4120961.32,1731321.545,68616,18513,2.384555181,60.05831468,222.5982456,0,3265769.06,1555882.2,59131,15692,2.121648692,55.22939,208.1168149,0,2977245.99,1381917.985,53851,15053,2.145767746,55.28673544,197.7842284,0,0.011368072,0.030696404
Heparin Sodium In 0.45% NaCl,"Heparin Sod,Pork In 0.45% NaCl",1,1593.75,55007.5,18,12,0.028973322,88.54166667,132.8125,1,523.24,17251,12,11,0.030330995,43.60333333,47.56727273,1,361.85,9752,12,12,0.037105209,30.15416667,30.15416667,1,,,,,,,,,404.42,10750,14,14,0.037620465,28.88714286,28.88714286,1,,0.067471939
Heparin Sodium*,"Heparin Sodium,Porcine/PF",5,86190.34,19852.2,519,414,4.948387083,166.0700193,208.1892271,0,53122.18,10312,329,253,5.504229196,161.4655927,209.9690909,0,109920.24,20969.8,625,391,5.618972153,175.872384,281.1259335,0,68403.31,12663.5,428,264,6.141009994,159.8208178,259.103447,0,45851.82,19837.7,369,222,5.444710689,124.2596748,206.5397297,0,-0.113385144,0.024183526
Hepsera,Adefovir Dipivoxil,1,668961.97,13905,353,55,48.10945487,1895.076402,12162.94491,0,443989.45,8940,251,40,49.66324944,1768.882271,11099.73625,0,514176.66,9752,282,38,52.72525226,1823.321489,13530.96474,0,455790.12,8272,225,30,55.100353,2025.733867,15193.004,0,370953.28,6540,171,30,56.72068502,2169.317427,12365.10933,0,0.029406926,0.042024086
Herceptin,Trastuzumab,1,17550576.72,11472,3044,428,1538.540107,5765.629672,41006.02037,0,15028324.96,9288,2581,370,1618.03671,5822.675304,40617.09449,0,11712223.82,7184,1995,292,1630.320688,5870.788882,40110.35555,0,8175872.39,4934,1439,201,1657.047505,5681.634739,40675.98204,0,5953812.47,3586,1044,162,1660.293494,5702.885508,36751.92883,0,0.001958899,0.01922252
Herceptin Hylecta,Trastuzumab-Hyaluronidase-Oysk,1,,,,,,,,,,,,,,,,,125940.48,135,27,,932.8924444,4664.462222,,1,255048.97,270,54,,944.6258148,4723.129074,,0,486784.37,495,99,13,983.4027677,4917.013838,37444.95154,0,0.041050067,0.026715043
Herzuma,Trastuzumab-Pkrb,1,,,,,,,,,,,,,,,,,169714.66,96,34,,2151.72554,4991.607647,,1,266853.14,171,49,,1654.599226,5445.982449,,0,211525.51,140,38,,1510.8965,5566.46079,,0,-0.086850473,-0.16203878
Hetlioz,Tasimelteon,1,90316945.88,181334,5525,1004,498.0695616,16346.95853,89957.11741,0,118599729.5,220020,6688,1124,539.0406757,17733.21314,105515.7736,0,128931589.3,217773,6711,993,592.0457968,19211.97874,129840.4726,0,135929135.6,188851,6045,830,719.7692127,22486.20936,163770.0429,0,122390229.7,155834,5005,693,785.3884886,24453.59235,176609.2781,0,0.091167106,0.120594877
Hetlioz Lq,Tasimelteon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436703.1,2904,22,,150.3798554,19850.14091,,1,,
Hiberix,Haemoph B Poly Conj-Tet Tox/PF,1,2980.15,166,165,150,17.95271084,18.06151515,19.86766667,0,5303.08,295.5,282,228,17.94612521,18.80524823,23.25912281,1,7365.89,367.5,332,291,20.0432381,22.18641566,25.31233677,0,5785.42,250,252,211,23.14168,22.95801587,27.41905213,1,8779.28,338.5,339,291,25.93583456,25.89758112,30.16934708,0,0.120741215,0.096333154
Hizentra,Immun Glob G(IgG)/Pro/IgA 0-50,1,76163295.33,2294790,12965,1105,33.2903686,5874.531071,68926.05912,0,137133169.1,4054321,19823,1684,33.89576962,6917.88171,81432.9983,0,186004819.9,5344480,22957,1812,34.75924544,8102.313887,102651.6666,0,189426777.6,5142565,21707,1803,36.71195703,8726.529581,105061.9954,0,167673384.9,4178792.16,20521,1602,39.84651525,8170.819402,104665.0343,0,0.085382488,0.045966886
Horizant,Gabapentin Enacarbil,1,24281973.4,1878071,32599,7279,12.92925357,744.8686586,3335.894134,0,26705425.64,2021706,34653,7425,13.20935192,770.6526315,3596.690322,0,29899246.34,2092440,34960,7029,14.28919058,855.2416001,4253.698441,0,32575765.45,2178431,35141,7511,14.95369425,927.0016633,4337.074351,0,33507494.29,2153018,34193,6767,15.56297214,979.95187,4951.602526,0,0.040744306,0.047441488
Humalog,Insulin Lispro,1,589230439.9,21937400.16,1159005,266528,26.85569071,508.3933546,2210.763747,0,549236374.5,20681482.49,1053989,246647,26.55075084,521.1025679,2226.811494,0,449251292.2,17241808.23,759810,192852,26.05170695,591.2679382,2329.513265,0,435057237.3,16257949.2,647732,167509,26.75635313,671.6624118,2597.217089,0,440789066.7,16327553.5,599935,157502,26.99383873,734.7280401,2798.625203,0,0.008875858,0.001283549
Humalog Junior Kwikpen,Insulin Lispro,1,1941879.52,55983,3175,1550,34.68694997,611.6155969,1252.825497,0,4230470.67,121612,7355,2894,34.78662196,575.1829599,1461.807419,0,6145479.09,178717,10392,3832,34.38665091,591.3663482,1603.726276,0,7637030.74,217948,12355,4567,35.04060941,618.1327997,1672.220438,0,8632562.49,243442,13572,5055,35.46044844,636.0567706,1707.727496,0,0.011981499,0.005528831
Humalog Kwikpen U-100,Insulin Lispro,1,1199569555,34148029.24,1597338,429618,35.12851492,750.9804153,2792.177131,0,1218056279,34931814.2,1595961,438874,34.86953962,763.2118074,2775.412258,0,1053915810,30573580,1276804,384871,34.47145576,825.4327291,2738.361192,0,1076261741,30566840,1209113,374293,35.21010812,890.1250265,2875.452496,0,1100404540,30864765.94,1226763,379168,35.6524505,896.9984748,2902.155614,0,0.012562937,0.003708031
Humalog Kwikpen U-200,Insulin Lispro,1,122092201.6,1718122,100826,27424,71.06142729,1210.919818,4452.020186,0,140213500.5,1976476,109155,29239,70.94116015,1284.535756,4795.427356,0,154533157.2,2184844,116218,30870,70.72960685,1329.683501,5005.933176,0,178574228.9,2471033,123462,34271,72.26703525,1446.390217,5210.651248,0,195020097.8,2664338,129581,36156,73.1964555,1505.005347,5393.851583,0,0.012860916,0.007428032
Humalog Mix 50-50,Insulin Lispro Protamin/Lispro,1,13727392.85,474115,14816,2599,28.95371977,926.5248954,5281.797942,0,11590408.23,401448,12573,2305,28.87150572,921.8490599,5028.376673,0,10144996.96,353120,11129,1932,28.72960172,911.5820793,5251.033623,0,9337859.11,321930,9932,1753,29.00586808,940.1791291,5326.787855,0,8094938.43,277639,8535,1529,29.15634486,948.440355,5294.269738,0,0.005187805,0.001744987
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro,1,27911660.18,788904,23748,5091,35.38029999,1175.326772,5482.549633,0,26031916.33,736083,22265,4633,35.36546331,1169.185553,5618.803438,0,24113083.78,684384,20412,4241,35.23326638,1181.319017,5685.707093,0,22618250.16,631332,18284,4026,35.82623748,1237.051529,5618.045246,0,20642852.95,567566,16287,3735,36.37084137,1267.443541,5526.86826,0,0.015201258,0.006926937
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro,1,118619512.3,4104192.2,148512,27440,28.90203638,798.7200513,4322.868523,0,101067295,3511860,122384,22820,28.77885082,825.8211453,4428.891106,0,89208218.23,3115026.3,103461,19228,28.63803051,862.240054,4639.495435,0,79517909.38,2728563,86741,16975,29.14277932,916.7280684,4684.412924,0,68003334.64,2311034,72099,14363,29.42550159,943.1938673,4734.619135,0,0.00970128,0.004497495
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro,1,313761539.5,8847592,309220,62426,35.46293043,1014.687082,5026.135577,0,303665676.5,8582148,292855,58483,35.38341177,1036.914775,5192.375161,0,277054165.6,7877933,258489,53831,35.16838308,1071.821879,5146.740086,0,250811374.3,7006563,214062,47808,35.79663443,1171.67631,5246.221852,0,226141891.2,6244407,186762,42546,36.21511076,1210.856016,5315.232717,0,0.011690382,0.00526092
Humatin,Paromomycin Sulfate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73756.55,995,18,15,74.12718593,4097.586111,4917.103333,1,,
Humatrope,Somatropin,1,7082941.85,7663,2645,424,995.9558734,2677.860813,16705.05153,0,6550664.18,6771,2243,378,1063.7482,2920.492278,17329.79942,0,6960924.81,6709,2397,365,1140.441151,2904.015357,19071.02688,0,6457215.69,5314,2104,316,1325.903413,3069.018864,20434.22687,0,6124826.27,4580,1823,278,1480.936718,3359.751108,22031.74917,0,0.116926545,0.104267018
Humira,Adalimumab,1,596288038.4,243688.882,97850,14697,2446.924707,6093.899217,40572.09215,0,484881026,186403.8,74567,11858,2601.237673,6502.622151,40890.62455,0,383631562,138117,54896,8312,2777.584784,6988.333612,46153.94152,0,328556268.4,110001.8,44560,6530,2986.813568,7373.345342,50314.89563,0,298038023.4,93015.4,38494,5598,3204.179344,7742.453977,53240.08992,0,0.07277514,0.069729697
Humira Pen,Adalimumab,1,2388343504,971733.92,394546,53673,2457.816337,6053.396825,44498.04377,0,1749371716,669360.142,267832,40058,2613.498483,6531.600839,43670.96999,0,1215774159,436466.06,172289,23793,2785.4953,7056.597686,51097.97666,0,1018601479,340486.2,137154,18495,2991.608701,7426.699029,55074.42437,0,914679374.9,285680,117063,15682,3201.762024,7813.565131,58326.70418,0,0.070247597,0.068341024
Humira Pen Crohn'S-Uc-Hs,Adalimumab,1,41116714.32,16632,2779,2628,2472.144921,14795.50713,15645.6295,0,13108459.17,4997.4,840,743,2623.055823,15605.30854,17642.60992,0,7424081.73,2629.5,434,360,2823.381529,17106.1791,20622.44925,0,5961909.08,1964,325,275,3035.595255,18344.33563,21679.66938,0,4622571.07,1427.4,255,209,3238.455282,18127.72969,22117.56493,0,0.0668271,0.069833011
Humira Pen Psor-Uveits-Adol Hs,Adalimumab,1,37572462.5,15195,3790,2969,2472.685916,9913.578496,12654.92169,0,19780376.41,7500.01,1860,1105,2637.380005,10634.61097,17900.79313,0,11999684.87,4240,1060,518,2830.114356,11320.45743,23165.41481,0,11283678.39,3677,926,443,3068.718627,12185.39783,25471.05731,0,9734411.19,2937,750,316,3314.406262,12979.21492,30805.0987,0,0.080061962,0.075992382
Humira(Cf),Adalimumab,1,14055940.77,5705,2210,1106,2463.870816,6360.154195,12708.80721,0,175792474.7,66742.8,26325,5302,2633.888723,6677.776817,33155.8798,0,305570324,107935.2,41732,6775,2831.048934,7322.206556,45102.63085,0,366675969.4,119580,47902,7127,3066.376257,7654.711063,51448.85216,0,410236373.8,124041.2,49564,7125,3307.266733,8276.902061,57577.03491,0,0.078558681,0.076373067
Humira(Cf) Pediatric Crohn'S,Adalimumab,1,,,,,,,,,527033.75,102,34,21,5166.997549,15500.99265,25096.84524,0,897025.86,160,56,27,5543.834554,16018.31893,33223.18,0,832532.19,136,47,28,6068.001241,17713.45085,29733.2925,0,988549.41,149,51,29,6595.049902,19383.32177,34087.91069,0,0.086857046,0.084742385
Humira(Cf) Pen,Adalimumab,1,78410238.11,31779.8,12760,5907,2467.298036,6145.002987,13274.12191,0,1205499315,457270.2,183509,32174,2636.295378,6569.156362,37468.12068,0,2169430424,766006.2,299290,42406,2832.131677,7248.589743,51158.57247,0,2907332478,940477.58,374868,51229,3093.277775,7755.616586,56751.69295,0,3694000603,1091537.089,438263,57418,3391.74089,8428.730243,64335.23638,0,0.096487654,0.082805028
Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab,1,7851069.28,1589,531,527,4940.886897,14785.44121,14897.66467,0,43047254.66,8134.4,2712,2579,5292.001212,15872.88151,16691.45198,0,46347134.9,8129,2709,2504,5701.455886,17108.57693,18509.23918,0,61525641.68,9950.2,3322,3124,6183.357287,18520.66276,19694.50758,0,67458378.41,10074.4,3363,3233,6696.019456,20058.98853,20865.56709,0,0.082910003,0.078954048
Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab,1,4703735.98,1424,477,468,3303.185379,9861.081719,10050.71791,0,27218091.79,7697,2567,2509,3536.194854,10603.07432,10848.18326,0,25635990.53,6742,2249,2199,3802.431108,11398.83972,11658.02207,0,31225494,7566,2524,2489,4127.080888,12371.43185,12545.39735,0,26621430,5969.6,1990,1959,4459.499799,13377.60302,13589.29556,0,0.080545771,0.077924394
Humulin 70-30,Insulin NPh Hum/Reg Insulin Hm,1,172668823.7,12928314.4,431943,82602,13.35586514,399.7490957,2090.37098,1,158716767.3,12026384.8,388578,75518,13.19737976,408.4553611,2101.707769,1,152201343.4,11601707.71,364301,69046,13.11887415,417.7900786,2204.347007,1,141804927.7,10803080,328356,63987,13.12634246,431.863367,2216.152152,1,128578244.1,9801849,293478,57827,13.11775402,438.1188509,2223.498437,1,-0.000654291,-0.004487163
Humulin 70/30 Kwikpen,Insulin NPh Hum/Reg Insulin Hm,1,91543648.77,3377235.5,119861,26045,27.10608981,763.748415,3514.826215,1,93660208.79,3586404,123958,27604,26.11535365,755.5801868,3392.994088,1,99426616.91,3910519,131810,28973,25.4254274,754.3177066,3431.699062,1,110460874.9,4328152,138661,31797,25.52148697,796.6254021,3473.940148,1,116027390.6,4573560,143893,33550,25.36916332,806.3449269,3458.342491,1,-0.005968448,-0.016419709
Humulin N,Insulin NPh Human Isophane,1,140354384.7,17035018.5,516995,123305,8.239168319,271.481126,1138.270019,0,130035663.8,16164866.8,473628,115868,8.044338711,274.5523148,1122.274172,0,126145792.4,15802414,444767,109420,7.982691279,283.6221941,1152.85864,0,116672726.4,15154890.5,414294,104488,7.698684885,281.6181901,1116.613644,0,104432621.9,13885963.33,376931,96152,7.520732942,277.0603157,1086.120121,0,-0.02311459,-0.022550794
