brnd_name,gnrc_name,tot_mftr,tot_spndng,tot_dsg_unts,tot_clms,tot_benes,avg_spnd_per_dsg_unt_wghtd,avg_spnd_per_clm,avg_spnd_per_bene,outlier_flag,year
nulev,hyoscyamine sulfate,1,2357.42,1688.0,15.0,11.0,1.396575829,157.1613333,214.3109091,1.0,2019
nulev,hyoscyamine sulfate,1,1064.52,990.0,14.0,12.0,1.075272727,76.03714286,88.71,1.0,2020
nulev,hyoscyamine sulfate,1,1326.56,2225.0,29.0,12.0,0.596206742,45.74344828,110.5466667,1.0,2021
nulev,hyoscyamine sulfate,1,655.08,1772.0,19.0,,0.369683973,34.47789474,,1.0,2022
nulojix,belatacept,1,4780357.49,5461.55,2142.0,251.0,875.2748744,2231.726186,19045.24896,1.0,2018
nulojix,belatacept,1,4643334.45,5225.0,2090.0,238.0,888.6764498,2221.691124,19509.80861,1.0,2019
nulojix,belatacept,1,6112482.66,6435.14,2696.0,319.0,949.8600901,2267.241343,19161.38765,0.0,2020
nulojix,belatacept,1,6413170.12,6837.0,3001.0,324.0,938.0093784,2137.011036,19793.73494,0.0,2021
nulojix,belatacept,1,5809349.16,7295.9,2664.0,295.0,796.2484628,2180.686622,19692.70902,1.0,2022
nulytely,sodium chloride/nahco3/kcl/peg,1,47995.59,9364800.0,2249.0,2208.0,0.005125106,21.34085816,21.73713315,0.0,2020
nulytely,sodium chloride/nahco3/kcl/peg,1,145942.79,29767510.0,7139.0,6889.0,0.004902754,20.44302984,21.18490202,0.0,2021
nulytely,sodium chloride/nahco3/kcl/peg,1,69424.63,13866744.0,3330.0,3236.0,0.005006556,20.84823724,21.45384116,0.0,2022
nulytely with flavor packs,sodium chloride/nahco3/kcl/peg,1,86140.04,13512609.0,3114.0,2857.0,0.00637479,27.66218369,30.15052153,0.0,2018
nulytely with flavor packs,sodium chloride/nahco3/kcl/peg,1,66578.12,10243828.0,2306.0,2071.0,0.00649934,28.87169124,32.14781265,0.0,2019
nulytely with flavor packs,sodium chloride/nahco3/kcl/peg,1,42787.21,6648352.0,1509.0,1402.0,0.006435762,28.3546786,30.51869472,0.0,2020
nulytely with flavor packs,sodium chloride/nahco3/kcl/peg,1,9929.41,1682000.0,415.0,404.0,0.005903335,23.92628916,24.57774753,0.0,2021
nulytely with flavor packs,sodium chloride/nahco3/kcl/peg,1,3620.53,600000.0,148.0,146.0,0.006034217,24.46304054,24.79815069,0.0,2022
nuplazid,pimavanserin tartrate,1,209066402.7,4048740.0,88899.0,11553.0,53.83410867,2351.729522,18096.28692,0.0,2018
nuplazid,pimavanserin tartrate,1,311931513.7,2963139.0,113550.0,13975.0,106.3751171,2747.085105,22320.68076,0.0,2019
nuplazid,pimavanserin tartrate,1,416044321.6,3450842.5,127333.0,15798.0,120.5447992,3267.372335,26335.25266,0.0,2020
nuplazid,pimavanserin tartrate,1,470863042.4,3570478.0,130104.0,15814.0,131.8847769,3619.128101,29775.0754,0.0,2021
nuplazid,pimavanserin tartrate,1,528932688.9,3551685.0,131296.0,15554.0,148.9345435,4028.551432,34006.21633,0.0,2022
nurtec odt,rimegepant sulfate,1,18933231.93,173683.0,19444.0,8957.0,109.0102769,973.7313274,2113.791664,0.0,2020
nurtec odt,rimegepant sulfate,1,118402787.5,1024598.067,104314.0,32315.0,115.5602292,1135.061329,3664.019418,0.0,2021
nurtec odt,rimegepant sulfate,1,276493155.3,2300649.4,207402.0,56513.0,120.1804827,1333.126756,4892.558444,0.0,2022
nutrilipid,fat emulsions,1,33554.71,689825.128,309.0,44.0,0.048642342,108.5912945,762.6070455,0.0,2018
nutrilipid,fat emulsions,1,8937.36,93100.16,56.0,19.0,0.095997257,159.5957143,470.3873684,0.0,2019
nutrilipid,fat emulsions,1,2082.22,45218.84,35.0,13.0,0.046047621,59.492,160.1707692,0.0,2020
nutrilipid,fat emulsions,1,4591.8,86523.36,62.0,,0.053070061,74.06129032,,0.0,2021
nutrilipid,fat emulsions,1,4964.99,55943.0,37.0,,0.088750871,134.1889189,,1.0,2022
nutropin aq nuspin,somatropin,1,8577542.23,13206.0,2368.0,380.0,618.2334009,3622.272901,22572.47955,0.0,2018
nutropin aq nuspin,somatropin,1,7399914.91,11784.0,2171.0,360.0,605.0270436,3408.528287,20555.31919,0.0,2019
nutropin aq nuspin,somatropin,1,7670919.81,12402.0,2222.0,339.0,616.0316388,3452.25914,22628.08204,0.0,2020
nutropin aq nuspin,somatropin,1,5129401.17,8034.0,1496.0,240.0,625.8285131,3428.744098,21372.50488,0.0,2021
nutropin aq nuspin,somatropin,1,4648207.69,7130.0,1248.0,205.0,631.5076017,3724.525393,22674.18385,0.0,2022
nuvaring,etonogestrel/ethinyl estradiol,2,2995438.17,19083.0,11454.0,2913.0,156.9689341,261.5189602,1028.300093,0.0,2018
nuvaring,etonogestrel/ethinyl estradiol,2,3169157.23,19223.0,10774.0,2877.0,164.8627805,294.1486198,1101.549263,0.0,2019
nuvaring,etonogestrel/ethinyl estradiol,2,429816.03,2679.0,1483.0,605.0,160.438981,289.8287458,710.439719,0.0,2020
nuvaring,etonogestrel/ethinyl estradiol,2,252929.97,1611.0,851.0,242.0,156.8697793,297.2150059,1045.165165,0.0,2021
nuvaring,etonogestrel/ethinyl estradiol,2,242026.88,1488.0,694.0,199.0,162.687684,348.741902,1216.215477,0.0,2022
nuvessa,metronidazole,1,18341.15,490.0,96.0,83.0,37.43091837,191.0536458,220.9777108,0.0,2018
nuvessa,metronidazole,1,54329.58,1435.0,266.0,217.0,37.8603345,204.2465414,250.3667281,0.0,2019
nuvessa,metronidazole,1,58172.97,1530.0,243.0,203.0,38.02154902,239.3949383,286.5663547,0.0,2020
nuvessa,metronidazole,1,62698.21,1625.0,251.0,214.0,38.58351385,249.7936653,292.9822897,0.0,2021
nuvessa,metronidazole,1,73522.23,1900.0,289.0,233.0,38.69591053,254.4021799,315.5460515,0.0,2022
nuvigil,armodafinil,1,7965586.56,353781.0,8754.0,1527.0,22.79093232,909.9367786,5216.494145,0.0,2018
nuvigil,armodafinil,1,7049886.14,276153.0,6756.0,1105.0,25.92120674,1043.500021,6379.987457,0.0,2019
nuvigil,armodafinil,1,5887531.17,218373.0,5188.0,810.0,27.36887579,1134.836386,7268.557,0.0,2020
nuvigil,armodafinil,1,4764571.8,159087.0,3900.0,624.0,30.36557203,1221.685077,7635.531731,0.0,2021
nuvigil,armodafinil,1,4663639.01,139331.0,3482.0,579.0,33.91793536,1339.356407,8054.644231,0.0,2022
nuzyra*,omadacycline tosylate,1,2856598.83,18982.0,375.0,175.0,184.2664695,7617.59688,16323.42189,0.0,2019
nuzyra*,omadacycline tosylate,1,11447781.36,56917.0,1368.0,547.0,198.3571648,8368.261228,20928.3023,0.0,2020
nuzyra*,omadacycline tosylate,1,23584012.66,104452.0,2629.0,1176.0,223.0494917,8970.716113,20054.43253,0.0,2021
nuzyra*,omadacycline tosylate,1,44132806.21,187723.0,4666.0,2149.0,231.3467347,9458.381099,20536.43844,1.0,2022
nyamyc,nystatin,1,11906014.06,16026860.47,353208.0,170396.0,0.742878749,33.70822309,69.87261473,0.0,2018
nyamyc,nystatin,1,13954289.86,19674827.06,386010.0,184774.0,0.709245871,36.15007347,75.52085174,0.0,2019
nyamyc,nystatin,1,13631596.42,18577176.94,387041.0,178299.0,0.733781912,35.22003204,76.45357753,0.0,2020
nyamyc,nystatin,1,13528454.98,16650964.59,357108.0,168386.0,0.812472749,37.88337136,80.34192261,0.0,2021
nyamyc,nystatin,1,13081342.4,15894211.23,338100.0,173347.0,0.823025579,38.69074948,75.46333308,0.0,2022
nylia,norethindrone-ethin. estradiol,1,12929.36,42966.0,715.0,246.0,0.310176479,18.08302098,52.55837398,0.0,2022
nymalize,nimodipine,1,,,,11.0,,,,,2018
nymalize,nimodipine,1,,,,11.0,,,,,2019
nymalize,nimodipine,1,66713.17,7604.0,24.0,14.0,8.766938082,2779.715417,4765.226429,1.0,2021
nymalize,nimodipine,1,65270.04,7417.0,21.0,11.0,8.780712569,3108.097143,5933.64,1.0,2022
nymyo,norgestimate-ethinyl estradiol,1,1465.48,4508.0,100.0,40.0,0.325084295,14.6548,36.637,0.0,2021
nymyo,norgestimate-ethinyl estradiol,1,4784.27,10444.0,264.0,84.0,0.458087897,18.12223485,56.95559524,0.0,2022
nystatin*,nystatin,29,55119536.87,255879477.3,2319049.0,1329487.0,0.394176701,23.76816396,41.45925223,0.0,2018
nystatin*,nystatin,29,58451183.37,239584055.2,2431956.0,1309969.0,0.417139706,24.03463853,44.62027985,0.0,2019
nystatin*,nystatin,29,58073861.61,262133549.5,2498728.0,1291924.0,0.40657168,23.24136985,44.9514535,0.0,2020
nystatin*,nystatin,29,54212079.69,256068340.6,2460884.0,1320467.0,0.410702162,22.02951447,41.0552325,0.0,2021
nystatin*,nystatin,29,62770304.65,272457736.0,2711104.0,1452935.0,0.431174977,23.15304195,43.20241762,0.0,2022
nystatin-triamcinolone,nystatin/triamcinolone acet,15,22213171.97,10285161.9,251683.0,154795.0,2.169909436,88.25853145,143.500578,0.0,2018
nystatin-triamcinolone,nystatin/triamcinolone acet,15,14257895.37,9707173.115,242141.0,150342.0,1.460970253,58.88261538,94.83640879,0.0,2019
nystatin-triamcinolone,nystatin/triamcinolone acet,15,12022008.84,9352510.529,227397.0,134265.0,1.264428894,52.86793071,89.53940968,0.0,2020
nystatin-triamcinolone,nystatin/triamcinolone acet,15,11022314.75,9125243.69,226277.0,136360.0,1.194975704,48.71160016,80.8324637,0.0,2021
nystatin-triamcinolone,nystatin/triamcinolone acet,15,10137150.98,9041722.001,224060.0,135152.0,1.116880271,45.24301964,75.00555656,0.0,2022
nystop,nystatin,1,20696604.78,29204174.6,682776.0,355723.0,0.708686517,30.31243743,58.18180095,0.0,2018
nystop,nystatin,1,20935508.02,28954226.94,675882.0,341393.0,0.723055327,30.97509332,61.32377647,0.0,2019
nystop,nystatin,1,21992937.68,31573863.74,718466.0,346691.0,0.696555159,30.61096514,63.43671362,0.0,2020
nystop,nystatin,1,20381044.48,27931177.5,626131.0,312659.0,0.72968798,32.5507673,65.18617561,0.0,2021
nystop,nystatin,1,14410780.61,20994994.4,448901.0,249850.0,0.686391258,32.102358,57.67772908,0.0,2022
nyvepria,pegfilgrastim-apgf,1,255122.0,40.2,67.0,25.0,6346.318408,3807.791045,10204.88,0.0,2021
nyvepria,pegfilgrastim-apgf,1,1211037.61,182.0,268.0,98.0,6654.052802,4518.797052,12357.52663,0.0,2022
ocaliva,obeticholic acid,1,52439145.58,242022.0,7884.0,1120.0,216.6656599,6651.337593,46820.6657,0.0,2018
ocaliva,obeticholic acid,1,76412499.07,332307.0,10617.0,1419.0,229.9541993,7197.183674,53849.54128,0.0,2019
ocaliva,obeticholic acid,1,97483169.96,404838.0,12269.0,1546.0,240.8162223,7945.486181,63055.09053,0.0,2020
ocaliva,obeticholic acid,1,116167277.4,442993.0,12950.0,1709.0,262.2318813,8970.446134,67973.83115,0.0,2021
ocaliva,obeticholic acid,1,132584846.5,476156.0,13509.0,1696.0,278.4473815,9814.556706,78175.02744,0.0,2022
ocella,ethinyl estradiol/drospirenone,1,158155.78,127549.0,2791.0,723.0,1.239960956,56.66634898,218.7493499,0.0,2018
ocella,ethinyl estradiol/drospirenone,1,82891.46,64624.0,1376.0,383.0,1.282673001,60.24088663,216.4267885,0.0,2019
ocella,ethinyl estradiol/drospirenone,1,51793.77,40858.0,818.0,218.0,1.267653091,63.31756724,237.5861009,0.0,2020
ocella,ethinyl estradiol/drospirenone,1,32925.07,29152.0,511.0,142.0,1.129427484,64.43262231,231.8666901,0.0,2021
ocella,ethinyl estradiol/drospirenone,1,32124.67,28639.0,487.0,146.0,1.121710604,65.96441478,220.0319863,0.0,2022
ocrevus,ocrelizumab,1,50553375.07,33970.0,1610.0,1049.0,1488.17707,31399.61185,48191.96861,1.0,2018
ocrevus,ocrelizumab,1,65091202.31,43482.0,2047.0,1279.0,1496.968914,31798.34016,50892.26138,1.0,2019
ocrevus,ocrelizumab,1,81042686.71,53050.0,2524.0,1577.0,1527.666102,32108.82992,51390.41643,0.0,2020
ocrevus,ocrelizumab,1,96636442.05,57490.0,2858.0,1758.0,1680.92611,33812.61093,54969.53473,0.0,2021
ocrevus,ocrelizumab,1,123045547.8,71305.6,3433.0,2079.0,1725.608477,35841.98888,59184.96769,0.0,2022
octagam,immun globg(igg)/malt/iga ov50,1,82973255.93,7746360.0,7069.0,1062.0,11.62741033,11737.62285,78129.24287,0.0,2018
octagam,immun globg(igg)/malt/iga ov50,1,76012875.49,5795440.0,5918.0,1083.0,13.75022946,12844.35206,70187.32732,0.0,2019
octagam,immun globg(igg)/malt/iga ov50,1,129705150.1,8176920.0,10047.0,1340.0,16.16933322,12909.83877,96794.88811,0.0,2020
octagam,immun globg(igg)/malt/iga ov50,1,189468355.2,11334922.0,14984.0,1697.0,16.93909294,12644.71138,111649.0013,0.0,2021
octagam,immun globg(igg)/malt/iga ov50,1,253874871.1,14742032.0,20044.0,2302.0,17.40118599,12665.87862,110284.4792,0.0,2022
octreotide acetate,octreotide acetate,8,6480043.75,680300.418,14436.0,3260.0,13.57765923,448.8808361,1987.743482,0.0,2018
octreotide acetate,octreotide acetate,8,6475258.14,680122.63,13959.0,3240.0,12.8506973,463.8769353,1998.536463,0.0,2019
octreotide acetate,octreotide acetate,8,6249027.05,640480.66,13383.0,3004.0,14.1488538,466.9376859,2080.23537,0.0,2020
octreotide acetate,octreotide acetate,8,6040773.34,651467.03,12120.0,2869.0,14.11633653,498.4136419,2105.532708,0.0,2021
octreotide acetate,octreotide acetate,8,6113757.01,649114.43,12560.0,2797.0,13.86149255,486.7640932,2185.826604,0.0,2022
ocuflox,ofloxacin,1,15276.35,915.0,175.0,141.0,16.69546448,87.29342857,108.3429078,0.0,2018
ocuflox,ofloxacin,1,10855.05,850.0,159.0,135.0,12.77064706,68.27075472,80.40777778,0.0,2019
ocuflox,ofloxacin,1,6885.19,556.0,102.0,86.0,12.38343525,67.50186275,80.06034884,0.0,2020
ocuflox,ofloxacin,1,7765.32,670.0,129.0,105.0,11.59002985,60.19627907,73.95542857,0.0,2021
ocuflox,ofloxacin,1,9166.32,845.0,155.0,126.0,10.84771598,59.13754839,72.74857143,0.0,2022
odactra,"mite,d.farinae-d.pteronyssinus",1,264810.78,25300.0,615.0,185.0,10.46682925,430.5866342,1431.409622,0.0,2020
odactra,"mite,d.farinae-d.pteronyssinus",1,535105.09,47494.0,1188.0,298.0,11.26679349,450.4251599,1795.654664,0.0,2021
odactra,"mite,d.farinae-d.pteronyssinus",1,824774.26,70112.0,1688.0,386.0,11.76366756,488.6103436,2136.720881,0.0,2022
odefsey,emtricitab/rilpiviri/tenof ala,1,317310200.8,3515757.0,111025.0,12490.0,90.25373505,2858.006762,25405.14017,0.0,2018
odefsey,emtricitab/rilpiviri/tenof ala,1,336705342.4,3564691.0,111716.0,12326.0,94.45568842,3013.940191,27316.67551,0.0,2019
odefsey,emtricitab/rilpiviri/tenof ala,1,358188117.0,3584669.0,110160.0,11641.0,99.92222907,3251.526116,30769.53157,0.0,2020
odefsey,emtricitab/rilpiviri/tenof ala,1,361085876.8,3404796.0,106671.0,11342.0,106.0521326,3385.042578,31836.17323,0.0,2021
odefsey,emtricitab/rilpiviri/tenof ala,1,371681940.0,3298601.0,102932.0,10906.0,112.6786598,3610.94645,34080.50064,0.0,2022
odomzo,sonidegib phosphate,1,11624006.34,32166.0,1083.0,233.0,361.3755624,10733.15452,49888.43923,0.0,2018
odomzo,sonidegib phosphate,1,17389944.77,45063.0,1542.0,308.0,385.902953,11277.52579,56460.85964,0.0,2019
odomzo,sonidegib phosphate,1,23572552.57,57745.0,1998.0,421.0,408.218072,11798.07436,55991.81133,0.0,2020
odomzo,sonidegib phosphate,1,26758120.95,61806.0,2162.0,466.0,432.9372707,12376.55918,57420.86041,0.0,2021
odomzo,sonidegib phosphate,1,24443717.74,55607.0,1959.0,439.0,439.5798684,12477.65071,55680.45043,0.0,2022
ofev,nintedanib esylate,1,618513882.3,3939491.953,66459.0,9832.0,157.004043,9306.698601,62908.24678,0.0,2018
ofev,nintedanib esylate,1,789546950.8,4601670.942,77655.0,11970.0,171.5786521,10167.36786,65960.48044,0.0,2019
ofev,nintedanib esylate,1,1157563828.0,6296132.874,105327.0,15902.0,183.8536974,10990.19081,72793.60004,0.0,2020
ofev,nintedanib esylate,1,1495198249.0,7614433.0,129070.0,19476.0,196.364047,11584.398,76771.32108,0.0,2021
ofev,nintedanib esylate,1,1762963783.0,8498056.0,143756.0,20686.0,207.4550574,12263.58401,85224.97259,0.0,2022
ofloxacin*,ofloxacin,10,33237888.44,7182831.84,1190245.0,882070.0,4.292572402,27.92524937,37.68169016,0.0,2018
ofloxacin*,ofloxacin,10,31595153.02,8149901.5,1328792.0,979114.0,3.676058143,23.77735042,32.26912599,0.0,2019
ofloxacin*,ofloxacin,10,25758772.68,6954152.275,1146669.0,835622.0,3.514135171,22.46400023,30.82586706,0.0,2020
ofloxacin*,ofloxacin,10,28103848.56,7738743.5,1275723.0,922458.0,3.452698482,22.02974201,30.46626357,0.0,2021
ofloxacin*,ofloxacin,10,32244735.73,8224837.655,1337769.0,978902.0,3.689103455,24.10336593,32.93969747,0.0,2022
ogivri,trastuzumab-dkst,1,1196998.84,772.0,228.0,45.0,1893.167815,5249.994912,26599.97422,0.0,2020
ogivri,trastuzumab-dkst,1,2347651.3,1446.0,502.0,76.0,2083.716861,4676.596215,30890.14868,0.0,2021
ogivri,trastuzumab-dkst,1,1412823.86,863.0,293.0,58.0,2083.251398,4821.924437,24359.03207,0.0,2022
olanzapine odt,olanzapine,10,26415487.11,6391509.307,190136.0,34698.0,4.128875279,138.9294353,761.2971096,0.0,2018
olanzapine odt,olanzapine,10,26443140.51,6561107.35,197628.0,36054.0,4.065987084,133.8026014,733.4315335,0.0,2019
olanzapine odt,olanzapine,10,22798798.7,6927749.25,203360.0,37046.0,3.330892106,112.1105365,615.4186336,0.0,2020
olanzapine odt,olanzapine,10,22709057.74,6982700.05,203858.0,39418.0,3.288757109,111.3964512,576.1088269,0.0,2021
olanzapine odt,olanzapine,10,28599292.88,7212250.64,208381.0,41354.0,4.012936914,137.2452041,691.5725898,0.0,2022
olanzapine*,olanzapine,13,83869501.23,116396523.0,3259622.0,434234.0,0.782522829,25.72982427,193.1435614,0.0,2018
olanzapine*,olanzapine,13,89193375.74,121363233.9,3349906.0,449197.0,0.79678088,26.62563539,198.5618242,0.0,2019
olanzapine*,olanzapine,13,88166785.88,127504930.6,3447076.0,462889.0,0.756836286,25.57726777,190.4706871,0.0,2020
olanzapine*,olanzapine,13,93668780.12,128962353.0,3459552.0,477476.0,0.793490758,27.07540749,196.1748446,0.0,2021
olanzapine*,olanzapine,13,119687735.3,131296276.4,3515488.0,493382.0,0.968100566,34.04583811,242.5863435,0.0,2022
olanzapine-fluoxetine hcl,olanzapine/fluoxetine hcl,2,5000005.24,501459.0,11940.0,2145.0,10.06613551,418.7609079,2331.004774,0.0,2018
olanzapine-fluoxetine hcl,olanzapine/fluoxetine hcl,2,4231235.75,434359.0,10150.0,1907.0,9.806262341,416.8705172,2218.791689,0.0,2019
olanzapine-fluoxetine hcl,olanzapine/fluoxetine hcl,2,3599476.03,383322.0,8729.0,1606.0,9.445094175,412.3583492,2241.267765,0.0,2020
olanzapine-fluoxetine hcl,olanzapine/fluoxetine hcl,2,3470278.67,361340.0,7997.0,1483.0,9.720144225,433.9475641,2340.039562,0.0,2021
olanzapine-fluoxetine hcl,olanzapine/fluoxetine hcl,2,3332953.0,341129.0,7472.0,1413.0,9.895934164,446.0590203,2358.777778,0.0,2022
olmesartan medoxomil,olmesartan medoxomil,15,74067462.46,69416010.0,1137484.0,371913.0,1.073424982,65.11516862,199.1526579,0.0,2018
olmesartan medoxomil,olmesartan medoxomil,15,97075360.19,111445725.8,1746188.0,513127.0,0.874538301,55.59273125,189.1838866,0.0,2019
olmesartan medoxomil,olmesartan medoxomil,15,92119585.87,158474119.0,2258642.0,559722.0,0.579903067,40.78538603,164.5809632,0.0,2020
olmesartan medoxomil,olmesartan medoxomil,15,92842983.16,170632895.5,2332912.0,584417.0,0.544409529,39.79703613,158.8642753,0.0,2021
olmesartan medoxomil,olmesartan medoxomil,15,86202005.83,200234008.5,2678723.0,689082.0,0.431119112,32.1802612,125.0968765,0.0,2022
olmesartan-amlodipine-hctz,olmesartan/amlodipin/hcthiazid,4,29172587.63,7903768.0,138908.0,30551.0,3.687146724,210.0137331,954.8815957,0.0,2018
olmesartan-amlodipine-hctz,olmesartan/amlodipin/hcthiazid,4,29265876.07,8752800.7,143034.0,32697.0,3.349618494,204.607828,895.0630355,0.0,2019
olmesartan-amlodipine-hctz,olmesartan/amlodipin/hcthiazid,4,23030991.8,8139036.0,124988.0,31095.0,2.834628159,184.2656239,740.6654382,0.0,2020
olmesartan-amlodipine-hctz,olmesartan/amlodipin/hcthiazid,4,21800965.81,8406741.0,121202.0,30635.0,2.595080329,179.8729873,711.6359004,0.0,2021
olmesartan-amlodipine-hctz,olmesartan/amlodipin/hcthiazid,4,25072061.56,9232480.0,130297.0,33587.0,2.717179435,192.4224008,746.4811254,0.0,2022
olmesartan-hydrochlorothiazide,olmesartan/hydrochlorothiazide,7,38679152.94,33592373.0,550219.0,182940.0,1.160840755,70.29774134,211.4308131,0.0,2018
olmesartan-hydrochlorothiazide,olmesartan/hydrochlorothiazide,7,50800967.8,51783848.5,822966.0,226082.0,0.983593334,61.72912101,224.7015145,0.0,2019
olmesartan-hydrochlorothiazide,olmesartan/hydrochlorothiazide,7,44391439.92,54183456.0,788162.0,202849.0,0.81635557,56.32273558,218.8398263,0.0,2020
olmesartan-hydrochlorothiazide,olmesartan/hydrochlorothiazide,7,53053665.2,56008804.5,773732.0,201093.0,0.949275106,68.56852916,263.8265141,0.0,2021
olmesartan-hydrochlorothiazide,olmesartan/hydrochlorothiazide,7,52235426.22,60986153.5,824186.0,217459.0,0.860122689,63.3782013,240.2081598,0.0,2022
olopatadine hcl*,olopatadine hcl,12,89514515.5,5404789.488,1046328.0,373352.0,23.70512799,85.55110396,239.7590357,0.0,2018
olopatadine hcl*,olopatadine hcl,12,82910225.8,5682140.125,1094557.0,395922.0,19.62134826,75.74774617,209.4105046,0.0,2019
olopatadine hcl*,olopatadine hcl,12,64778915.25,5782992.866,1076047.0,365597.0,14.91226131,60.20082325,177.1866707,0.0,2020
olopatadine hcl*,olopatadine hcl,12,47651600.7,4927047.013,857839.0,305958.0,13.62231188,55.54841958,155.7455621,0.0,2021
olopatadine hcl*,olopatadine hcl,12,19998723.14,3582453.279,456319.0,174268.0,8.730622057,43.82618988,114.7584361,0.0,2022
olumiant,baricitinib,1,2023222.78,29070.0,829.0,379.0,69.59830685,2440.558239,5338.318681,0.0,2018
olumiant,baricitinib,1,14774297.19,203138.0,5925.0,1411.0,72.73210962,2493.552268,10470.79886,0.0,2019
olumiant,baricitinib,1,18695162.53,243066.0,6922.0,1303.0,76.9138673,2700.832495,14347.78398,0.0,2020
olumiant,baricitinib,1,19305940.13,235137.0,6591.0,1254.0,82.10653689,2929.136721,15395.48655,0.0,2021
olumiant,baricitinib,1,21134587.89,241126.466,6735.0,1279.0,87.72115403,3138.023443,16524.3064,0.0,2022
olux,clobetasol propionate,1,,,,38.0,,,,,2018
olux,clobetasol propionate,1,17785.22,1800.0,21.0,29.0,9.880677778,846.9152381,613.2834483,1.0,2019
olux,clobetasol propionate,1,25788.74,2500.0,35.0,14.0,10.315496,736.8211429,1842.052857,1.0,2020
olux,clobetasol propionate,1,23503.25,2300.0,28.0,17.0,10.21880435,839.4017857,1382.544118,1.0,2021
olux,clobetasol propionate,1,24659.6,2250.0,25.0,,10.95982222,986.384,,1.0,2022
olux-e,clobetasol propionate/emoll,1,,,,29.0,,,,,2018
olux-e,clobetasol propionate/emoll,1,31766.45,3500.0,30.0,22.0,9.076128571,1058.881667,1443.929546,1.0,2019
olux-e,clobetasol propionate/emoll,1,41010.92,4450.0,42.0,16.0,9.215937079,976.4504762,2563.1825,0.0,2020
olux-e,clobetasol propionate/emoll,1,26877.64,2850.0,29.0,12.0,9.430750877,926.8151724,2239.803333,1.0,2021
olux-e,clobetasol propionate/emoll,1,10298.71,1100.0,11.0,,9.362463636,936.2463636,,,2022
omega-3 acid ethyl esters,omega-3 acid ethyl esters,11,160204958.5,166871150.6,1050000.0,320434.0,0.960355981,152.576151,499.9624214,0.0,2018
omega-3 acid ethyl esters,omega-3 acid ethyl esters,11,127034950.2,159574923.7,925383.0,288775.0,0.796976766,137.2782407,439.9097921,0.0,2019
omega-3 acid ethyl esters,omega-3 acid ethyl esters,11,89976503.25,140462943.0,769644.0,235007.0,0.643519,116.906652,382.8673327,0.0,2020
omega-3 acid ethyl esters,omega-3 acid ethyl esters,11,88263021.82,152427660.0,825561.0,224971.0,0.581833676,106.9127803,392.330664,0.0,2021
omega-3 acid ethyl esters,omega-3 acid ethyl esters,11,81077711.11,147645045.0,809487.0,217072.0,0.553055704,100.1593739,373.5060768,0.0,2022
omegaven,fatty acid6/fish oil/gly/p-lip,1,34723.28,46100.0,41.0,,0.753216486,846.9092683,,0.0,2019
omegaven,fatty acid6/fish oil/gly/p-lip,1,95586.67,116600.0,24.0,,0.819782762,3982.777917,,1.0,2022
omeprazole,omeprazole,17,364113143.8,1748986565.0,27792591.0,6771462.0,0.208253746,13.10108668,53.77171781,0.0,2018
omeprazole,omeprazole,17,405985422.9,1884376940.0,28025844.0,6827452.0,0.216362626,14.48610871,59.46368028,0.0,2019
omeprazole,omeprazole,17,400529975.0,2030262081.0,28955340.0,7055870.0,0.198519487,13.83268078,56.76549809,0.0,2020
omeprazole,omeprazole,17,439419817.4,2038444867.0,28270227.0,7145410.0,0.217265443,15.54355462,61.49679548,0.0,2021
omeprazole,omeprazole,17,400220625.2,2053671155.0,27963404.0,7179076.0,0.197320043,14.31229993,55.74820843,0.0,2022
omeprazole-sodium bicarbonate,omeprazole/sodium bicarbonate,9,166702759.6,3869134.0,76557.0,22666.0,43.4950615,2177.498591,7354.749828,0.0,2018
omeprazole-sodium bicarbonate,omeprazole/sodium bicarbonate,9,150532719.7,4140485.0,84907.0,22528.0,36.54171752,1772.912948,6682.027686,0.0,2019
omeprazole-sodium bicarbonate,omeprazole/sodium bicarbonate,9,128564661.0,4507868.0,91247.0,21252.0,28.40222449,1408.974114,6049.532327,0.0,2020
omeprazole-sodium bicarbonate,omeprazole/sodium bicarbonate,9,117835639.8,3969056.0,80594.0,17305.0,29.92960761,1462.089483,6809.340643,0.0,2021
omeprazole-sodium bicarbonate,omeprazole/sodium bicarbonate,9,156939247.8,3961164.0,81566.0,15919.0,40.32165466,1924.076795,9858.612214,0.0,2022
omnaris,ciclesonide,1,144648.39,6650.0,305.0,1340.0,21.75163759,474.2570164,107.9465597,0.0,2018
omnaris,ciclesonide,1,1458763.36,66363.0,3417.0,1086.0,21.98157648,426.9134797,1343.244346,0.0,2019
omnaris,ciclesonide,1,1515154.15,65600.0,3123.0,923.0,23.09686204,485.1598303,1641.553792,0.0,2020
omnaris,ciclesonide,1,1283101.2,54612.5,2626.0,830.0,23.49464317,488.6143184,1545.90506,0.0,2021
omnaris,ciclesonide,1,1168070.0,49062.5,2510.0,754.0,23.80779618,465.3665339,1549.164456,0.0,2022
omnipod 5 g6 intro kit (gen 5),"insulin pump cart,auto,bt/cntr",1,7643703.32,13194.0,13090.0,12754.0,579.331766,583.9345546,599.3181214,0.0,2022
omnipod 5 g6 pods (gen 5),"insulin pump cart,automated,bt",1,29105566.96,502535.0,22488.0,11217.0,57.91749223,1294.271032,2594.772841,0.0,2022
